Last,First,HOF,From,To,Position,Ht,Wt,Month,Day,Year,Country
Boucha,Henry,N,1972,1977,F,73,185,June,1,1951,USA
Gilbertson,Stan,N,1972,1977,F,73,175,October,29,1944,USA
Jarry,Pierre,N,1972,1978,F,71,190,March,30,1949,Canada
Wright,Larry,N,1972,1978,F,74,180,October,8,1951,Canada
Williams,Tom,N,1972,1979,F,71,187,February,7,1951,Canada
Paradise,Bob,N,1972,1979,D,73,205,April,22,1944,USA
Patrick,Craig,Y,1972,1979,F,73,190,May,20,1946,USA
Arnason,Chuck,N,1972,1979,F,70,183,July,15,1951,Canada
O'Flaherty,Gerry,N,1972,1979,F,70,182,August,31,1950,USA
Carr,Gene,N,1972,1979,F,71,185,September,17,1951,Canada
Guevremont,Jocelyn,N,1972,1980,D,74,200,March,1,1951,Canada
Maggs,Daryl,N,1972,1980,D,74,195,April,6,1949,Canada
Gould,John,N,1972,1980,F,71,197,April,11,1949,Canada
Plante,Pierre,N,1972,1980,F,73,190,May,14,1951,Canada
Bordeleau,J.P.,N,1972,1980,F,73,175,June,13,1949,Canada
Thomson,Floyd,N,1972,1980,F,73,190,June,14,1949,Canada
Schultz,Dave,N,1972,1980,F,73,190,October,14,1949,Canada
Comeau,Rey,N,1972,1980,F,68,190,October,25,1948,Canada
Stewart,Bob,N,1972,1980,D,73,206,November,10,1950,Canada
Saleski,Don,N,1972,1980,F,75,205,November,10,1949,Canada
Burrows,Dave,N,1972,1981,D,73,190,January,11,1949,Canada
Stephenson,Wayne,N,1972,1981,G,69,175,January,29,1945,Canada
Kearns,Dennis,N,1972,1981,D,69,185,September,27,1945,Canada
Lalonde,Bobby,N,1972,1982,F,65,155,March,27,1951,Canada
Martin,Rick,N,1972,1982,F,71,179,July,26,1951,Canada
Clement,Bill,N,1972,1982,F,73,194,December,20,1950,Canada
Murphy,Mike,N,1972,1983,F,73,190,September,12,1950,Canada
Ramsay,Craig,N,1972,1985,F,70,175,March,17,1951,Canada
O'Reilly,Terry,N,1972,1985,F,73,200,June,7,1951,Canada
Kehoe,Rick,N,1972,1985,F,71,180,July,15,1951,Canada
Dionne,Marcel,Y,1972,1989,F,69,190,August,3,1951,Canada
Smith,Billy,Y,1972,1989,G,70,185,December,12,1950,Canada
Lafleur,Guy,Y,1972,1991,F,73,185,September,20,1951,Canada
Homenuke,Ron,N,1973,1973,F,70,180,January,5,1952,Canada
Stefaniw,Morris,N,1973,1973,F,71,170,January,10,1948,Canada
Richer,Bob,N,1973,1973,F,70,175,March,5,1951,Canada
McIntosh,Bruce,N,1973,1973,D,73,178,March,17,1949,USA
Smedsmo,Dale,N,1973,1973,F,73,195,April,23,1951,USA
Pulkkinen,Dave,N,1973,1973,F,73,195,May,18,1949,Canada
Harris,Hugh,N,1973,1973,F,73,195,June,7,1948,Canada
L'Abbe,Moe,N,1973,1973,F,69,170,August,12,1947,Canada
Grenier,Richard,N,1973,1973,F,71,170,September,18,1952,Canada
Ketter,Kerry,N,1973,1973,D,73,202,September,20,1947,Canada
Madigan,Connie,N,1973,1973,D,70,185,October,4,1934,Canada
Smith,Ron,N,1973,1973,D,73,185,November,19,1952,Canada
McLelland,Dave,N,1973,1973,G,69,165,November,20,1952,Canada
Vipond,Pete,N,1973,1973,F,70,175,December,8,1949,Canada
Legge,Randy,N,1973,1973,D,71,184,December,16,1945,Canada
Newell,Rick,N,1973,1974,D,71,180,February,18,1948,Canada
Tannahill,Don,N,1973,1974,F,71,178,February,21,1949,Canada
Fontaine,Len,N,1973,1974,F,67,165,February,25,1948,Canada
Holbrook,Terry,N,1973,1974,F,73,185,July,11,1950,Canada
Busniuk,Ron,N,1973,1974,F,71,180,August,13,1948,Canada
O'Donnell,Fred,N,1973,1974,F,70,175,December,6,1949,Canada
Hoene,Phil,N,1973,1975,F,69,175,March,15,1949,USA
Farr, Norm ,N,1973,1975,G,70,175,April,7,1947,Canada
Wilcox,Barry,N,1973,1975,F,73,190,April,23,1948,Canada
Mott,Morris,N,1973,1975,F,68,165,May,25,1946,Canada
Adams,John,N,1973,1975,G,73,200,July,27,1946,Canada
Lundrigan,Joe,N,1973,1975,D,71,180,September,12,1948,Canada
McSheffrey,Bryan,N,1973,1975,F,74,205,September,25,1952,Canada
Brooks,Ross,N,1973,1975,G,68,173,October,17,1937,Canada
McAneeley,Ted,N,1973,1975,D,69,185,November,7,1950,Canada
Wright,John,N,1973,1975,F,71,175,November,9,1948,Canada
Johnson,Bob,N,1973,1975,G,73,185,November,12,1948,USA
Osburn,Randy,N,1973,1975,F,73,190,November,26,1952,Canada
Rombough,Doug,N,1973,1976,F,75,215,July,8,1950,Canada
Belhumeur,Michel,N,1973,1976,G,70,160,September,2,1949,Canada
Kryskow,Dave,N,1973,1976,F,70,175,December,25,1951,Canada
Meeke,Brent,N,1973,1977,D,71,175,April,10,1952,Canada
Lampman,Mike,N,1973,1977,F,74,195,April,20,1950,Canada
Wiley,Jim,N,1973,1977,F,74,200,April,28,1950,Canada
Bullock,Bruce,N,1973,1977,G,67,160,May,9,1949,Canada
Fortier,Dave,N,1973,1977,D,71,190,June,17,1951,Canada
Gruen,Danny,N,1973,1977,F,71,190,June,26,1952,Canada
Rota,Randy,N,1973,1977,F,68,170,August,16,1950,Canada
Sacharuk,Larry,N,1973,1977,D,73,200,September,16,1952,Canada
Ledingham,Walt,N,1973,1977,F,71,180,October,26,1950,Canada
Bolonchuk,Larry,N,1973,1978,D,70,190,February,26,1952,Canada
Byers,Jerry,N,1973,1978,F,71,170,March,29,1952,Canada
McRae,Gord,N,1973,1978,G,73,180,April,12,1948,Canada
Nicholson,Neil,N,1973,1978,D,71,180,September,12,1949,Canada
McElmury,Jim,N,1973,1978,D,73,190,October,3,1949,USA
Lefley,Bryan,N,1973,1978,D,73,195,October,18,1948,Canada
Hudson,Dave,N,1973,1978,F,73,185,December,28,1949,Canada
Ogilvie,Brian,N,1973,1979,F,71,186,January,30,1952,Canada
Kozak,Don,N,1973,1979,F,71,190,February,2,1952,Canada
Lynch,Jack,N,1973,1979,D,74,180,May,28,1952,Canada
Venasky,Vic,N,1973,1979,F,71,185,June,3,1951,Canada
Grisdale,John,N,1973,1979,D,73,195,August,23,1948,Canada
Lalonde,Ron,N,1973,1979,F,70,170,October,30,1952,Canada
Wilson,Murray,N,1973,1979,F,73,185,November,7,1951,Canada
Durbano,Steve,N,1973,1979,D,73,210,December,12,1951,Canada
Carriere,Larry,N,1973,1980,D,73,190,January,30,1952,Canada
Moffat,Lyle,N,1973,1980,F,70,180,March,19,1948,Canada
Gardner,Dave,N,1973,1980,F,73,185,August,23,1952,Canada
Hogaboam,Bill,N,1973,1980,F,71,170,September,5,1949,Canada
Komadoski,Neil,N,1973,1980,D,74,200,November,5,1951,Canada
Bergman,Thommie,N,1973,1980,D,74,200,December,10,1947,Sweden
Dudley,Rick,N,1973,1981,F,73,190,January,31,1949,Canada
Henning,Lorne,N,1973,1981,F,71,185,February,22,1952,Canada
LeDuc,Rich,N,1973,1981,F,71,170,August,24,1951,Canada
Oddleifson,Chris,N,1973,1981,F,74,185,September,7,1950,Canada
Thomas,Wayne,N,1973,1981,G,74,195,October,9,1947,Canada
Bladon,Tom,N,1973,1981,D,73,195,December,29,1952,Canada
Long,Barry,N,1973,1982,D,74,210,January,3,1949,Canada
Marks,John,N,1973,1982,F,74,200,March,22,1948,Canada
Vickers,Steve,N,1973,1982,F,73,180,April,21,1951,Canada
Sheppard,Gregg,N,1973,1982,F,68,170,April,23,1949,Canada
Lambert,Yvon,N,1973,1982,F,74,200,May,20,1950,Canada
Murray,Terry,N,1973,1982,D,74,190,July,20,1950,Canada
Watson,Jimmy,N,1973,1982,D,73,195,August,19,1952,Canada
Kindrachuk,Orest,N,1973,1982,F,70,175,September,14,1950,Canada
Butler,Jerry,N,1973,1983,F,73,180,February,27,1951,Canada
Weir,Stan,N,1973,1983,F,73,180,March,17,1952,Canada
Richard,Jacques,N,1973,1983,F,71,180,October,7,1952,Canada
Harris,Billy,N,1973,1984,F,74,195,January,29,1952,Canada
Merrick,Wayne,N,1973,1984,F,73,195,April,23,1952,Canada
Hamel,Jean,N,1973,1984,D,71,195,June,6,1952,Canada
Barber,Bill,Y,1973,1984,F,73,195,July,11,1952,Canada
Ferguson,George,N,1973,1984,F,73,195,August,22,1952,Canada
Howatt,Garry,N,1973,1984,F,69,175,September,26,1952,Canada
Ftorek,Robbie,N,1973,1985,F,70,155,January,2,1952,USA
Low,Ron,N,1973,1985,G,73,205,June,21,1950,Canada
Shutt,Steve,Y,1973,1985,F,71,185,July,1,1952,Canada
Schoenfeld,Jim,N,1973,1985,D,74,200,September,4,1952,Canada
Herron,Denis,N,1973,1986,G,71,165,June,18,1952,Canada
Nystrom,Bob,N,1973,1986,F,73,200,October,10,1952,Sweden
Bouchard,Dan,N,1973,1986,G,73,190,December,12,1950,Canada
Russell,Phil,N,1973,1987,D,74,205,July,21,1952,Canada
Lever,Don,N,1973,1987,F,71,185,November,14,1952,Canada
Robinson,Larry,Y,1973,1992,D,76,225,June,2,1951,Canada
Bignell,Larry,N,1974,1974,D,73,175,January,7,1950,Canada
Cummins,Barry,N,1974,1974,D,69,175,January,25,1949,Canada
Sobchuk,Gene,N,1974,1974,F,69,160,February,19,1951,Canada
Lundstrom,Tord,N,1974,1974,F,71,176,March,4,1945,Sweden
MacNeil,Bernie,N,1974,1974,F,71,190,March,7,1950,Canada
Tucker,Ted,N,1974,1974,G,71,165,May,7,1949,Canada
Watt,Jim,N,1974,1974,G,71,180,May,11,1950,USA
McLeod,Al,N,1974,1974,D,71,200,June,17,1949,Canada
Donaldson,Gary,N,1974,1974,F,69,155,July,15,1952,Canada
McCord,Dennis,N,1974,1974,D,70,190,July,28,1952,Canada
Teal,Vic,N,1974,1974,F,73,160,August,10,1949,Canada
Folco,Peter,N,1974,1974,D,73,185,August,13,1953,Canada
Gould,Larry,N,1974,1974,F,69,170,August,16,1952,Canada
Shakes,Paul,N,1974,1974,D,70,175,September,4,1952,Canada
Stone,Steve,N,1974,1974,F,68,170,September,26,1952,Canada
Wing,Murray,N,1974,1974,D,71,180,October,14,1950,Canada
Collyard,Bob,N,1974,1974,F,69,170,October,16,1949,USA
Forey,Connie,N,1974,1974,F,74,185,October,18,1950,Canada
Serafini,Ron,N,1974,1974,D,71,180,October,31,1953,USA
Champoux,Bob,N,1974,1974,G,70,175,December,2,1942,Canada
Gloor,Dan,N,1974,1974,F,69,170,December,4,1952,Canada
Mellor,Tom,N,1974,1975,D,73,185,January,27,1950,USA
Lukowich,Bernie,N,1974,1975,F,73,190,March,18,1952,Canada
Huston,Ron,N,1974,1975,F,69,170,April,8,1945,Canada
Rogers,John,N,1974,1975,F,71,175,April,10,1953,Canada
Hynes,Dave,N,1974,1975,F,69,182,April,17,1951,USA
Greig,Bruce,N,1974,1975,F,74,220,May,9,1953,Canada
Snell,Ted,N,1974,1975,F,69,190,May,28,1946,Canada
Powis,Lynn,N,1974,1975,F,73,175,July,7,1949,Canada
Coalter,Gary,N,1974,1975,F,70,185,July,8,1950,Canada
Chinnick,Rick,N,1974,1975,F,71,180,August,15,1953,Canada
Langlais,Alain,N,1974,1975,F,70,175,October,9,1950,Canada
Norrish,Rod,N,1974,1975,F,70,185,November,27,1951,Canada
Debenedet,Nelson,N,1974,1975,F,73,195,December,31,1947,Italy
Bordeleau,Paulin,N,1974,1976,F,69,162,January,29,1953,Canada
Gryp,Bob,N,1974,1976,F,73,190,May,6,1950,Canada
Dunn,Dave,N,1974,1976,D,74,202,August,19,1948,Canada
O'Neil,Paul,N,1974,1976,F,73,185,August,24,1953,USA
King,Wayne,N,1974,1976,F,70,185,September,4,1951,Canada
Williams, Warren ,N,1974,1976,F,71,195,September,11,1952,USA
Palmer,Rob,N,1974,1976,F,73,190,October,2,1952,Canada
McManama,Bob,N,1974,1976,F,73,180,October,7,1951,USA
Gassoff,Bob,N,1974,1977,D,70,195,April,17,1953,Canada
Martineau,Don,N,1974,1977,F,73,190,April,25,1952,Canada
Patrick,Glenn,N,1974,1977,D,74,190,April,26,1950,USA
Murray,Bob,N,1974,1977,D,73,195,July,16,1948,Canada
Bradley,Lyle,N,1974,1977,F,69,160,July,31,1943,Canada
Wilson,Rick,N,1974,1977,D,73,195,August,10,1950,Canada
Bialowas,Dwight,N,1974,1977,D,73,185,September,8,1952,Canada
Hrechkosy,Dave,N,1974,1977,F,74,195,November,1,1951,Canada
Nowak,Hank,N,1974,1977,F,73,195,November,24,1950,Canada
Holt,Gary,N,1974,1978,F,69,175,January,1,1952,Canada
Lemieux,Jean,N,1974,1978,D,73,180,May,31,1952,Canada
Ahrens,Chris,N,1974,1978,D,73,185,July,31,1952,USA
Gibson,Doug,N,1974,1978,F,70,175,September,28,1953,Canada
Neely,Bob,N,1974,1978,F,73,210,November,9,1953,Canada
Hammarstrom,Inge,N,1974,1979,F,73,180,January,20,1948,Sweden
Richardson,Terry,N,1974,1979,G,73,190,May,7,1953,Canada
Kelly,Bob,N,1974,1979,F,74,195,June,6,1946,Canada
Korney,Mike,N,1974,1979,F,75,195,September,15,1953,Canada
Forbes,Dave,N,1974,1979,F,70,180,November,16,1948,Canada
McKenzie,Bill,N,1974,1980,G,71,180,March,12,1949,Canada
Stewart,Blair,N,1974,1980,F,71,185,March,15,1953,Canada
Grant,Doug,N,1974,1980,G,73,200,July,27,1948,Canada
Giroux,Larry,N,1974,1980,D,73,190,August,28,1951,Canada
Bianchin,Wayne,N,1974,1980,F,70,180,September,6,1953,Canada
Pyatt,Nelson,N,1974,1980,F,73,175,September,9,1953,Canada
Frig,Len,N,1974,1980,D,71,190,October,30,1950,Canada
Bromley,Gary,N,1974,1981,G,70,160,January,19,1950,Canada
Monahan,Hartland,N,1974,1981,F,71,197,March,29,1951,Canada
Ververgaert,Dennis,N,1974,1981,F,73,185,March,30,1953,Canada
Inness,Gary,N,1974,1981,G,73,195,May,28,1949,Canada
Wilson,Bert,N,1974,1981,F,73,178,October,17,1949,Canada
Goldup,Glenn,N,1974,1982,F,73,190,April,26,1953,Canada
Dailey,Bob,N,1974,1982,D,77,220,May,3,1953,Canada
Vail,Eric,N,1974,1982,F,73,220,September,16,1953,Canada
Kea,Ed,N,1974,1983,D,75,200,January,19,1948,Holland
Davidson,John,N,1974,1983,G,75,205,February,27,1953,Canada
Wensink,John,N,1974,1983,F,73,200,April,1,1953,Canada
Sims,Al,N,1974,1983,D,73,182,April,18,1953,Canada
Turnbull,Ian,N,1974,1983,D,73,200,December,22,1953,Canada
St.Laurent,Andre,N,1974,1984,F,70,180,February,16,1953,Canada
Rota,Darcy,N,1974,1984,F,71,180,February,16,1953,Canada
Stoughton,Blaine,N,1974,1984,F,71,185,March,13,1953,Canada
Dunlop,Blake,N,1974,1984,F,70,170,April,4,1953,Canada
Larocque,Michel,N,1974,1984,G,70,200,April,6,1952,Canada
Veisor,Mike,N,1974,1984,G,69,160,August,25,1952,Canada
VanBoxmeer,John,N,1974,1984,D,73,190,November,20,1952,Canada
Savard,Andre,N,1974,1985,F,73,185,February,9,1953,Canada
MacAdam,Al,N,1974,1985,F,73,180,March,16,1952,Canada
Patey,Larry,N,1974,1985,F,73,185,March,19,1953,Canada
Lysiak,Tom,N,1974,1986,F,73,185,April,22,1953,Canada
McNab,Peter,N,1974,1987,F,75,210,May,8,1952,Canada
Resch,Glenn,N,1974,1987,G,69,165,July,10,1948,Canada
Hajt,Bill,N,1974,1987,D,75,215,November,18,1951,Canada
Lewis,Dave,N,1974,1988,D,74,205,July,3,1953,Canada
Potvin,Denis,Y,1974,1988,D,73,205,October,29,1953,Canada
McDonald,Lanny,Y,1974,1989,F,73,185,February,16,1953,Canada
Gainey,Bob,Y,1974,1989,F,74,200,December,13,1953,Canada
Salming,Borje,Y,1974,1990,D,73,193,April,17,1951,Sweden
Anderson,Ron,N,1975,1975,F,70,165,January,21,1950,Canada
Baumgartner,Mike,N,1975,1975,D,74,195,January,30,1949,USA
Pratt,Kelly,N,1975,1975,F,69,170,February,8,1953,Canada
Peloffy,Andre,N,1975,1975,F,68,160,February,25,1951,France
Buynak,Gord,N,1975,1975,D,73,180,March,19,1954,USA
Mercredi,Vic,N,1975,1975,F,71,185,March,31,1953,Canada
Stumpf,Bob,N,1975,1975,F,73,195,April,25,1953,Canada
Hurlburt,Bob,N,1975,1975,F,71,185,May,1,1950,Canada
McCrimmon,Jim,N,1975,1975,D,73,210,May,29,1953,Canada
Sarner,Craig,N,1975,1975,F,71,185,June,20,1949,USA
Buhr,Doug,N,1975,1975,F,75,215,June,29,1949,Canada
Horbul,Doug,N,1975,1975,F,69,170,July,27,1952,Canada
Burdon,Glen,N,1975,1975,F,74,178,August,4,1954,Canada
Fullan,Larry,N,1975,1975,F,71,185,August,11,1949,Canada
Rathwell,Jake,N,1975,1975,F,73,190,August,12,1947,Canada
Graham,Rod,N,1975,1975,F,73,185,August,19,1946,Canada
Murphy,Brian,N,1975,1975,F,75,200,August,20,1947,Canada
Colley,Tom,N,1975,1975,F,69,162,August,21,1953,Canada
Lehvonen,Henry,N,1975,1975,D,71,200,August,26,1950,Canada
Anderson,Murray,N,1975,1975,D,70,175,August,28,1949,Canada
MacDougall,Kim,N,1975,1975,D,71,180,August,29,1954,Canada
Wilson,Roger,N,1975,1975,D,71,175,September,18,1946,Canada
Sykes,Bob,N,1975,1975,F,73,200,September,26,1951,Canada
Hrycuik,Jim,N,1975,1975,F,70,180,October,7,1949,Canada
Borotsik,Jack,N,1975,1975,F,69,180,November,26,1949,Canada
Boland,Mike,N,1975,1975,F,70,183,December,16,1949,Canada
Kuntz,Murray,N,1975,1975,F,70,180,December,19,1945,Canada
Wheldon,Don,N,1975,1975,D,74,185,December,28,1954,USA
Cressman,Dave,N,1975,1976,F,73,180,January,2,1950,Canada
Salovaara,Barry,N,1975,1976,D,70,180,January,7,1948,Canada
Titanic,Morris,N,1975,1976,F,73,180,January,7,1953,Canada
McIntosh,Paul,N,1975,1976,D,70,177,March,13,1954,Canada
Clark,Gordie,N,1975,1976,F,70,180,May,31,1952,England
Pesut,George,N,1975,1976,D,73,205,June,17,1953,Canada
Harvey,Hugh,N,1975,1976,F,73,175,June,25,1949,Canada
Cowick,Bruce,N,1975,1976,F,73,200,August,18,1951,Canada
Holland,Jerry,N,1975,1976,F,70,180,August,25,1954,Canada
Lockett,Ken,N,1975,1976,G,73,160,August,30,1947,Canada
Dube,Norm,N,1975,1976,F,71,185,September,12,1951,Canada
Houde,Claude,N,1975,1976,D,73,188,November,8,1947,Canada
Bergeron,Yves,N,1975,1977,F,69,165,January,11,1952,Canada
Nicholson,Paul,N,1975,1977,F,73,190,February,16,1954,Canada
Anderson,Earl,N,1975,1977,F,73,185,February,24,1951,USA
Gilbert,Ed,N,1975,1977,F,73,185,March,12,1952,Canada
Bloom,Mike,N,1975,1977,F,75,206,April,12,1952,Canada
Nahrgang,Jim,N,1975,1977,D,73,185,April,17,1951,Canada
Moxey,Jim,N,1975,1977,F,73,190,May,28,1953,Canada
Dumas,Michel,N,1975,1977,G,69,180,July,8,1949,Canada
McCutcheon,Brian,N,1975,1977,F,70,180,August,3,1949,Canada
Zanussi,Joe,N,1975,1977,D,70,180,September,25,1947,Canada
Nantais,Rich,N,1975,1977,F,71,188,October,27,1954,Canada
Wylie,Duane,N,1975,1977,F,68,170,November,10,1950,USA
Lemelin,Roger,N,1975,1978,D,75,215,February,6,1954,Canada
Ahern,Fred,N,1975,1978,F,73,180,February,12,1952,USA
Alexander,Claire,N,1975,1978,D,73,175,June,16,1945,Canada
Simmons,Gary,N,1975,1978,G,74,200,July,19,1944,Canada
Langdon,Steve,N,1975,1978,F,71,175,December,23,1953,Canada
Richardson,Ken,N,1975,1979,F,73,190,April,12,1951,Canada
Andruff,Ron,N,1975,1979,F,73,185,July,10,1953,Canada
Price,Tom,N,1975,1979,D,73,190,July,12,1954,Canada
Bennett,Harvey,N,1975,1979,F,76,215,August,9,1952,USA
Boland,Mike,N,1975,1979,D,73,190,October,29,1954,Canada
Palazzari,Doug,N,1975,1979,F,65,170,November,3,1952,USA
Bergeron,Michel,N,1975,1979,F,70,170,November,11,1954,Canada
Patterson,Dennis,N,1975,1980,D,68,175,January,9,1950,Canada
Goodenough,Larry,N,1975,1980,D,73,195,January,19,1953,Canada
Sirois,Bob,N,1975,1980,F,73,178,February,6,1954,Canada
Owchar,Dennis,N,1975,1980,D,71,190,March,28,1953,Canada
Hampton,Rick,N,1975,1980,F,73,190,June,14,1956,Canada
White,Tony,N,1975,1980,F,70,175,June,16,1954,Canada
Bednarski,John,N,1975,1980,D,70,195,July,4,1952,Canada
Flesch,John,N,1975,1980,F,74,200,July,15,1953,Canada
Marson,Mike,N,1975,1980,F,69,200,July,24,1955,Canada
Daigle,Alain,N,1975,1980,F,70,180,August,24,1954,Canada
Riley,Bill,N,1975,1980,F,71,195,September,20,1950,Canada
Belanger,Yves,N,1975,1980,G,71,170,September,30,1952,Canada
Lochead,Bill,N,1975,1980,F,73,195,October,13,1954,Canada
Smith,Gord,N,1975,1980,D,70,175,November,17,1949,Canada
Valiquette,Jack,N,1975,1981,F,74,195,March,18,1954,Canada
LoPresti,Pete,N,1975,1981,G,73,195,May,23,1954,USA
Hamel,Pierre,N,1975,1981,G,69,170,September,16,1952,Canada
Ridley,Curt,N,1975,1981,G,73,190,September,24,1951,Canada
Sedlbauer,Ron,N,1975,1981,F,75,195,October,22,1954,Canada
Christie,Mike,N,1975,1981,D,73,190,December,20,1949,USA
McIlhargey,Jack,N,1975,1982,D,73,190,March,7,1952,Canada
Talafous,Dean,N,1975,1982,F,76,180,August,25,1953,USA
Faubert,Mario,N,1975,1982,D,73,175,December,2,1954,Canada
Hicks,Doug,N,1975,1983,D,73,185,May,28,1955,Canada
Joly,Greg,N,1975,1983,D,73,190,May,30,1954,Canada
Bathe,Frank,N,1975,1983,D,73,185,September,27,1954,Canada
Polonich,Dennis,N,1975,1983,F,66,166,December,4,1953,Canada
Holt,Randy,N,1975,1984,D,71,185,January,15,1953,Canada
Hutchison,Dave,N,1975,1984,D,75,205,May,2,1952,Canada
Affleck,Bruce,N,1975,1984,D,73,205,May,5,1954,Canada
Hess,Bob,N,1975,1984,D,71,180,May,19,1955,Canada
Chartraw,Rick,N,1975,1984,D,74,210,July,13,1954,Venezuela
Mulvey,Grant,N,1975,1984,F,76,200,September,17,1956,Canada
Chouinard,Guy,N,1975,1984,F,71,182,October,20,1956,Canada
Campbell,Colin,N,1975,1985,D,69,190,January,28,1953,Canada
Maloney,Dave,N,1975,1985,D,73,195,July,31,1956,Canada
MacMillan,Bob,N,1975,1985,F,71,185,December,3,1952,Canada
Tremblay,Mario,N,1975,1986,F,73,185,September,2,1956,Canada
Risebrough,Doug,N,1975,1987,F,71,180,January,29,1954,Canada
Fogolin Jr,Lee,N,1975,1987,D,73,200,February,7,1955,USA
Gare,Danny,N,1975,1987,F,69,175,May,14,1954,Canada
Williams,Tiger,N,1975,1988,F,71,190,February,3,1954,Canada
Simmer,Charlie,N,1975,1988,F,75,210,March,20,1954,Canada
Gillies,Clark,Y,1975,1988,F,75,215,April,7,1954,Canada
Bourne,Bob,N,1975,1988,F,75,200,June,21,1954,Canada
Paiement,Wilf,N,1975,1988,F,73,210,October,16,1955,Canada
Larouche,Pierre,N,1975,1988,F,71,175,November,16,1955,Canada
Middleton,Rick,N,1975,1988,F,71,170,December,4,1953,Canada
Greschner,Ron,N,1975,1990,D,74,205,December,22,1954,Canada
Snepsts,Harold,N,1975,1991,D,75,210,October,24,1954,Canada
McDonald,Terry,N,1976,1976,D,73,180,January,1,1956,Canada
St.Sauveur,Claude,N,1976,1976,F,73,185,January,2,1952,Canada
Wong,Mike,N,1976,1976,F,75,204,January,14,1955,USA
McLean,Don,N,1976,1976,D,73,200,January,19,1954,Canada
Botting,Cam,N,1976,1976,F,74,205,March,10,1954,Canada
Jacobs,Tim,N,1976,1976,D,70,180,March,28,1952,Canada
Abgrall,Dennis,N,1976,1976,F,73,180,April,24,1953,Canada
Lewis,Dale,N,1976,1976,F,73,190,July,28,1952,Canada
Mann,Ken,N,1976,1976,F,71,200,September,5,1953,Canada
Watts,Brian,N,1976,1976,F,73,180,September,10,1947,Canada
Reece,Dave,N,1976,1976,G,73,190,September,13,1948,USA
Ruhnke,Kent,N,1976,1976,F,73,190,September,18,1952,Canada
Richardson,Glen,N,1976,1976,F,74,200,September,20,1955,Canada
Witherspoon,Jim,N,1976,1976,D,75,205,October,3,1951,Canada
Mrazek,Jerome,N,1976,1976,G,69,160,October,15,1951,Canada
Babin,Mitch,N,1976,1976,F,74,195,November,1,1954,Canada
Stapleton,Brian,N,1976,1976,F,74,190,December,25,1951,Canada
Kinsella,Brian,N,1976,1977,F,71,180,February,11,1954,Canada
Maluta,Ray,N,1976,1977,D,68,173,July,24,1954,Canada
Gratton,Gilles,N,1976,1977,G,71,160,July,28,1952,Canada
Cairns,Don,N,1976,1977,F,73,195,October,8,1955,Canada
Shanahan,Sean,N,1976,1978,F,75,205,February,8,1951,Canada
Holst,Greg,N,1976,1978,F,70,170,February,21,1954,Canada
Bourbonnais,Rick,N,1976,1978,F,73,186,April,20,1955,Canada
Walker,Kurt,N,1976,1978,D,75,200,June,10,1954,USA
Engele,Jerry,N,1976,1978,D,73,197,November,26,1950,Canada
Breitenbach,Ken,N,1976,1979,D,73,190,January,9,1955,Canada
Murdoch,Bob,N,1976,1979,F,71,191,January,29,1954,Canada
Laxton,Gord,N,1976,1979,G,70,195,March,16,1955,Canada
Masters,Jamie,N,1976,1979,D,73,190,April,14,1955,Canada
Garland,Scott,N,1976,1979,F,73,185,May,16,1952,Canada
Cossette,Jacques,N,1976,1979,F,69,185,June,20,1954,Canada
Gassoff,Brad,N,1976,1979,F,71,195,November,13,1955,Canada
Bragnalo,Rick,N,1976,1979,F,68,160,December,1,1951,Canada
Wolfe,Bernie,N,1976,1979,G,69,165,December,18,1951,Canada
Adduono,Rick,N,1976,1980,F,71,182,January,25,1955,Canada
Scamurra,Peter,N,1976,1980,D,75,185,February,23,1955,USA
Girard,Bob,N,1976,1980,F,73,180,April,12,1949,Canada
Dillon,Wayne,N,1976,1980,F,73,185,May,25,1955,Canada
Oleschuk,Bill,N,1976,1980,G,75,194,July,20,1955,Canada
Hubick,Greg,N,1976,1980,D,71,185,November,12,1951,Canada
Bowness,Rick,N,1976,1981,F,73,185,January,25,1955,Canada
Mulhern,Richard,N,1976,1981,D,73,188,March,1,1955,Canada
Ashby,Don,N,1976,1981,F,73,185,March,8,1955,Canada
Smith,Barry,N,1976,1981,F,71,178,April,25,1955,Canada
Logan,Dave,N,1976,1981,D,70,190,July,2,1954,Canada
Cameron,Al,N,1976,1981,D,73,205,October,21,1955,Canada
Harrison,Paul,N,1976,1982,G,73,196,February,11,1955,Canada
Jensen,Steve,N,1976,1982,F,74,190,April,14,1955,USA
Nyrop,Bill,N,1976,1982,D,74,205,July,23,1952,USA
Sargent,Gary,N,1976,1983,D,70,210,February,8,1954,USA
Ribble,Pat,N,1976,1983,D,76,210,April,26,1954,Canada
Paddock,John,N,1976,1983,F,75,190,June,9,1954,Canada
Jonathan,Stan,N,1976,1983,F,68,175,September,5,1955,Canada
Blight,Rick,N,1976,1983,F,74,195,October,17,1955,Canada
Klassen,Ralph,N,1976,1984,F,71,175,September,15,1955,Canada
Houston,Ken,N,1976,1984,F,74,210,September,15,1953,Canada
Antonovich,Mike,N,1976,1984,F,68,165,October,18,1951,USA
Young,Tim,N,1976,1985,F,73,190,February,22,1955,Canada
Boutette,Pat,N,1976,1985,F,68,175,March,1,1952,Canada
Lane,Gord,N,1976,1985,D,73,190,March,31,1953,Canada
Hickey,Pat,N,1976,1985,F,73,190,May,15,1953,Canada
